Started at: 09:50:13

📌 Processing: /DATA/rohan_kirti/country/sudan/SBQ/Sudan_SBQ.xlsx
✅ Saved → SBQ | Camel_Racing | Row 0
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 2
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 3
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 4
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 5
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 6
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 7
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 8
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 9
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 10
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 11
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 12
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 13
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 14
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 15
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 16
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 17
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 18
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 19
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 20
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 21
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 22
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 23
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 24
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 25
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 26
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 27
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 28
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 29
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 30
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 31
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 32
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 33
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 34
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 35
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 36
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 37
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 38
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 39
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 40
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 41
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 42
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 43
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 44
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 45
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 46
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 47
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 48
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 49
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 50
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 51
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 52
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 53
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 54
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 55
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 56
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 57
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 58
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 59
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 60
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 61
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 62
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 63
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 64
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 65
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 66
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 68
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 69
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 70
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 71
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 72
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 73
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 74
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 75
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 76
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 77
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 78
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 79
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 80
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 82
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 83
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 84
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 85
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 86
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 87
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 88
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 89
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 90
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 91
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 92
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 93
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 94
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 95
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 96
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 97
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 98
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 99
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 100
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 101
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 102
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 103
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 104
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 105
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 106
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 107
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 108
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 110
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 111
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 112
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 113
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 114
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 115
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 116
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 117
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 118
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 119
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 120
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 121
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 122
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 123
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 124
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 125
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 126
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 127
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 128
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 129
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 130
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 131
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 132
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 133
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 134
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 135
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 136
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 137
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 138
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 139
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 150
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 151
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 152
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 153
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 154
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 155
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 157
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 158
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 159
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 160
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 161
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 162
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 163
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 164
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 165
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 166
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 167
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 168
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 169
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 170
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 171
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 172
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 173
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 174
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 175
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 176
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 177
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 178
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 179
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 180
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 181
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 182
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 183
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 184
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 185
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 186
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 187
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 188
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 189
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 190
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 191
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 192
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 193
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 194
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 195
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 196
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 197
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 198
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 199
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 200
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 201
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 202
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 203
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 204
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 205
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 206
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 207
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 208
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 209
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 210
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 211
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 212
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 213
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 214
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 215
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 216
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 217
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 218
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 219
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 220
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 221
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 222
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 223
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 224
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 225
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 226
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 227
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 228
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 229
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 230
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 231
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 232
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 233
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 234
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 235
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 236
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 238
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 239
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 240
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 241
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 242
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 243
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 245
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 246
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 247
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 248
✅ Saved → SBQ | Nubian_Stick_Fighting | Row 249

✅ COMPLETE!
📄 Live-updating CSV: /DATA/rohan_kirti/country/sudan/SBQ/Results_SBQ.csv
Ended at: 10:25:06
Total Duration: 0:34:52.318726
✅ Successfully created '/DATA/rohan_kirti/country/sudan/SBQ/Results_SBQ.xlsx'
