Started at: 10:24:08

📌 Processing: /DATA/rohan_kirti/country/indonesia/SBQ/Indonesia_SBQ.xlsx
✅ Saved → SBQ | Karapan_Sapi | Row 0
✅ Saved → SBQ | Pencak_Silat | Row 60
✅ Saved → SBQ | Pencak_Silat | Row 61
✅ Saved → SBQ | Pencak_Silat | Row 62
✅ Saved → SBQ | Pencak_Silat | Row 63
✅ Saved → SBQ | Pencak_Silat | Row 64
✅ Saved → SBQ | Pencak_Silat | Row 65
✅ Saved → SBQ | Pencak_Silat | Row 66
✅ Saved → SBQ | Pencak_Silat | Row 67
✅ Saved → SBQ | Pencak_Silat | Row 68
✅ Saved → SBQ | Pencak_Silat | Row 69
✅ Saved → SBQ | Pencak_Silat | Row 70
✅ Saved → SBQ | Pencak_Silat | Row 71
✅ Saved → SBQ | Pencak_Silat | Row 72
✅ Saved → SBQ | Pencak_Silat | Row 73
✅ Saved → SBQ | Pencak_Silat | Row 74
✅ Saved → SBQ | Pencak_Silat | Row 75
✅ Saved → SBQ | Pencak_Silat | Row 76
✅ Saved → SBQ | Pencak_Silat | Row 77
✅ Saved → SBQ | Pencak_Silat | Row 78
✅ Saved → SBQ | Pencak_Silat | Row 79
✅ Saved → SBQ | Pencak_Silat | Row 80
✅ Saved → SBQ | Pencak_Silat | Row 81
✅ Saved → SBQ | Pencak_Silat | Row 82
✅ Saved → SBQ | Pencak_Silat | Row 83
✅ Saved → SBQ | Pencak_Silat | Row 84
✅ Saved → SBQ | Pencak_Silat | Row 85
✅ Saved → SBQ | Pencak_Silat | Row 86
✅ Saved → SBQ | Pencak_Silat | Row 87
✅ Saved → SBQ | Pencak_Silat | Row 88
✅ Saved → SBQ | Pencak_Silat | Row 89
✅ Saved → SBQ | Pencak_Silat | Row 90
✅ Saved → SBQ | Pencak_Silat | Row 91
✅ Saved → SBQ | Pencak_Silat | Row 92
✅ Saved → SBQ | Pencak_Silat | Row 93
✅ Saved → SBQ | Pencak_Silat | Row 94
✅ Saved → SBQ | Pencak_Silat | Row 95
✅ Saved → SBQ | Pencak_Silat | Row 96
✅ Saved → SBQ | Pencak_Silat | Row 97
✅ Saved → SBQ | Pencak_Silat | Row 98
✅ Saved → SBQ | Pencak_Silat | Row 99
✅ Saved → SBQ | Pencak_Silat | Row 100
✅ Saved → SBQ | Pencak_Silat | Row 101
✅ Saved → SBQ | Pencak_Silat | Row 102
✅ Saved → SBQ | Pencak_Silat | Row 103
✅ Saved → SBQ | Pencak_Silat | Row 104
✅ Saved → SBQ | Pencak_Silat | Row 105
✅ Saved → SBQ | Pencak_Silat | Row 106
✅ Saved → SBQ | Pencak_Silat | Row 107
✅ Saved → SBQ | Pencak_Silat | Row 108
✅ Saved → SBQ | Pencak_Silat | Row 109
✅ Saved → SBQ | Pencak_Silat | Row 110
✅ Saved → SBQ | Pencak_Silat | Row 111
✅ Saved → SBQ | Pencak_Silat | Row 112
✅ Saved → SBQ | Pencak_Silat | Row 113
✅ Saved → SBQ | Pencak_Silat | Row 114
✅ Saved → SBQ | Pencak_Silat | Row 115
✅ Saved → SBQ | Pencak_Silat | Row 116
✅ Saved → SBQ | Pencak_Silat | Row 117
✅ Saved → SBQ | Pencak_Silat | Row 118
✅ Saved → SBQ | Pencak_Silat | Row 119
✅ Saved → SBQ | Pencak_Silat | Row 120
✅ Saved → SBQ | Pencak_Silat | Row 121
✅ Saved → SBQ | Pencak_Silat | Row 122
✅ Saved → SBQ | Pencak_Silat | Row 123
✅ Saved → SBQ | Pencak_Silat | Row 124
✅ Saved → SBQ | Pencak_Silat | Row 125
✅ Saved → SBQ | Pencak_Silat | Row 126
✅ Saved → SBQ | Pencak_Silat | Row 127
✅ Saved → SBQ | Pencak_Silat | Row 128
✅ Saved → SBQ | Pencak_Silat | Row 129
✅ Saved → SBQ | Pencak_Silat | Row 130
✅ Saved → SBQ | Pencak_Silat | Row 131
✅ Saved → SBQ | Pencak_Silat | Row 132
✅ Saved → SBQ | Pencak_Silat | Row 133
✅ Saved → SBQ | Pencak_Silat | Row 134
✅ Saved → SBQ | Pencak_Silat | Row 135
✅ Saved → SBQ | Pencak_Silat | Row 136
✅ Saved → SBQ | Pencak_Silat | Row 137
✅ Saved → SBQ | Pencak_Silat | Row 138
✅ Saved → SBQ | Pencak_Silat | Row 139
✅ Saved → SBQ | Pencak_Silat | Row 140
✅ Saved → SBQ | Pencak_Silat | Row 141
✅ Saved → SBQ | Pencak_Silat | Row 142
✅ Saved → SBQ | Pencak_Silat | Row 143
✅ Saved → SBQ | Pencak_Silat | Row 144
✅ Saved → SBQ | Pencak_Silat | Row 145
✅ Saved → SBQ | Pencak_Silat | Row 146
✅ Saved → SBQ | Pencak_Silat | Row 147
✅ Saved → SBQ | Pencak_Silat | Row 148
✅ Saved → SBQ | Pencak_Silat | Row 149
✅ Saved → SBQ | Tarung_Derajat | Row 0
✅ Saved → SBQ | Tarung_Derajat | Row 1
✅ Saved → SBQ | Tarung_Derajat | Row 2
✅ Saved → SBQ | Tarung_Derajat | Row 3
✅ Saved → SBQ | Tarung_Derajat | Row 4
✅ Saved → SBQ | Tarung_Derajat | Row 5
✅ Saved → SBQ | Tarung_Derajat | Row 6
✅ Saved → SBQ | Tarung_Derajat | Row 7
✅ Saved → SBQ | Tarung_Derajat | Row 8
✅ Saved → SBQ | Tarung_Derajat | Row 9
✅ Saved → SBQ | Tarung_Derajat | Row 10
✅ Saved → SBQ | Tarung_Derajat | Row 11
✅ Saved → SBQ | Tarung_Derajat | Row 12
✅ Saved → SBQ | Tarung_Derajat | Row 13
✅ Saved → SBQ | Tarung_Derajat | Row 14
✅ Saved → SBQ | Tarung_Derajat | Row 15
✅ Saved → SBQ | Tarung_Derajat | Row 16
✅ Saved → SBQ | Tarung_Derajat | Row 17
✅ Saved → SBQ | Tarung_Derajat | Row 18
✅ Saved → SBQ | Tarung_Derajat | Row 19
✅ Saved → SBQ | Tarung_Derajat | Row 20
✅ Saved → SBQ | Tarung_Derajat | Row 21
✅ Saved → SBQ | Tarung_Derajat | Row 22
✅ Saved → SBQ | Tarung_Derajat | Row 23
✅ Saved → SBQ | Tarung_Derajat | Row 24
✅ Saved → SBQ | Tarung_Derajat | Row 25
✅ Saved → SBQ | Tarung_Derajat | Row 26
✅ Saved → SBQ | Tarung_Derajat | Row 27
✅ Saved → SBQ | Tarung_Derajat | Row 28
✅ Saved → SBQ | Tarung_Derajat | Row 29
✅ Saved → SBQ | Tarung_Derajat | Row 30
✅ Saved → SBQ | Tarung_Derajat | Row 31
✅ Saved → SBQ | Tarung_Derajat | Row 32
✅ Saved → SBQ | Tarung_Derajat | Row 33
✅ Saved → SBQ | Tarung_Derajat | Row 34
✅ Saved → SBQ | Tarung_Derajat | Row 35
✅ Saved → SBQ | Tarung_Derajat | Row 36
✅ Saved → SBQ | Tarung_Derajat | Row 37
✅ Saved → SBQ | Tarung_Derajat | Row 38
✅ Saved → SBQ | Tarung_Derajat | Row 39
✅ Saved → SBQ | Tarung_Derajat | Row 40
✅ Saved → SBQ | Tarung_Derajat | Row 41
✅ Saved → SBQ | Tarung_Derajat | Row 42
✅ Saved → SBQ | Tarung_Derajat | Row 43
✅ Saved → SBQ | Tarung_Derajat | Row 44
✅ Saved → SBQ | Tarung_Derajat | Row 45
✅ Saved → SBQ | Tarung_Derajat | Row 46
✅ Saved → SBQ | Tarung_Derajat | Row 47
✅ Saved → SBQ | Tarung_Derajat | Row 48
✅ Saved → SBQ | Tarung_Derajat | Row 49
✅ Saved → SBQ | Tarung_Derajat | Row 50
✅ Saved → SBQ | Tarung_Derajat | Row 51
✅ Saved → SBQ | Tarung_Derajat | Row 52
✅ Saved → SBQ | Tarung_Derajat | Row 53
✅ Saved → SBQ | Tarung_Derajat | Row 54
✅ Saved → SBQ | Tarung_Derajat | Row 55
✅ Saved → SBQ | Tarung_Derajat | Row 56
✅ Saved → SBQ | Tarung_Derajat | Row 57
✅ Saved → SBQ | Tarung_Derajat | Row 58
✅ Saved → SBQ | Tarung_Derajat | Row 59
✅ Saved → SBQ | Tarung_Derajat | Row 60
✅ Saved → SBQ | Tarung_Derajat | Row 61
✅ Saved → SBQ | Tarung_Derajat | Row 62
✅ Saved → SBQ | Tarung_Derajat | Row 63
✅ Saved → SBQ | Tarung_Derajat | Row 64
✅ Saved → SBQ | Tarung_Derajat | Row 65
✅ Saved → SBQ | Tarung_Derajat | Row 66
✅ Saved → SBQ | Tarung_Derajat | Row 67
✅ Saved → SBQ | Tarung_Derajat | Row 68
✅ Saved → SBQ | Tarung_Derajat | Row 69
✅ Saved → SBQ | Tarung_Derajat | Row 70
✅ Saved → SBQ | Tarung_Derajat | Row 71
✅ Saved → SBQ | Tarung_Derajat | Row 72
✅ Saved → SBQ | Tarung_Derajat | Row 73
✅ Saved → SBQ | Tarung_Derajat | Row 74
✅ Saved → SBQ | Tarung_Derajat | Row 75
✅ Saved → SBQ | Tarung_Derajat | Row 76
✅ Saved → SBQ | Tarung_Derajat | Row 77
✅ Saved → SBQ | Tarung_Derajat | Row 78
✅ Saved → SBQ | Tarung_Derajat | Row 79
✅ Saved → SBQ | Tarung_Derajat | Row 80
✅ Saved → SBQ | Tarung_Derajat | Row 81
✅ Saved → SBQ | Tarung_Derajat | Row 82
✅ Saved → SBQ | Tarung_Derajat | Row 83
✅ Saved → SBQ | Tarung_Derajat | Row 84
✅ Saved → SBQ | Tarung_Derajat | Row 85
✅ Saved → SBQ | Tarung_Derajat | Row 86
✅ Saved → SBQ | Tarung_Derajat | Row 87
✅ Saved → SBQ | Tarung_Derajat | Row 88
✅ Saved → SBQ | Tarung_Derajat | Row 89
✅ Saved → SBQ | Tarung_Derajat | Row 90
✅ Saved → SBQ | Tarung_Derajat | Row 91
✅ Saved → SBQ | Tarung_Derajat | Row 92
✅ Saved → SBQ | Tarung_Derajat | Row 93
✅ Saved → SBQ | Tarung_Derajat | Row 94
✅ Saved → SBQ | Tarung_Derajat | Row 95
✅ Saved → SBQ | Tarung_Derajat | Row 96
✅ Saved → SBQ | Tarung_Derajat | Row 97
✅ Saved → SBQ | Tarung_Derajat | Row 98
✅ Saved → SBQ | Tarung_Derajat | Row 99
✅ Saved → SBQ | Tarung_Derajat | Row 100
✅ Saved → SBQ | Tarung_Derajat | Row 101
✅ Saved → SBQ | Tarung_Derajat | Row 102
✅ Saved → SBQ | Tarung_Derajat | Row 103
✅ Saved → SBQ | Tarung_Derajat | Row 104
✅ Saved → SBQ | Tarung_Derajat | Row 105
✅ Saved → SBQ | Tarung_Derajat | Row 106
✅ Saved → SBQ | Tarung_Derajat | Row 107
✅ Saved → SBQ | Tarung_Derajat | Row 108
✅ Saved → SBQ | Tarung_Derajat | Row 109
✅ Saved → SBQ | Tarung_Derajat | Row 110
✅ Saved → SBQ | Tarung_Derajat | Row 111
✅ Saved → SBQ | Tarung_Derajat | Row 112
✅ Saved → SBQ | Tarung_Derajat | Row 113
✅ Saved → SBQ | Tarung_Derajat | Row 114
✅ Saved → SBQ | Tarung_Derajat | Row 115
✅ Saved → SBQ | Tarung_Derajat | Row 116
✅ Saved → SBQ | Tarung_Derajat | Row 117
✅ Saved → SBQ | Tarung_Derajat | Row 118
✅ Saved → SBQ | Tarung_Derajat | Row 119
✅ Saved → SBQ | Tarung_Derajat | Row 120
✅ Saved → SBQ | Tarung_Derajat | Row 122
✅ Saved → SBQ | Tarung_Derajat | Row 123
✅ Saved → SBQ | Tarung_Derajat | Row 124
✅ Saved → SBQ | Tarung_Derajat | Row 125
✅ Saved → SBQ | Tarung_Derajat | Row 126
✅ Saved → SBQ | Tarung_Derajat | Row 127
✅ Saved → SBQ | Tarung_Derajat | Row 128
✅ Saved → SBQ | Tarung_Derajat | Row 129
✅ Saved → SBQ | Tarung_Derajat | Row 130
✅ Saved → SBQ | Tarung_Derajat | Row 131
✅ Saved → SBQ | Tarung_Derajat | Row 132
✅ Saved → SBQ | Tarung_Derajat | Row 133
✅ Saved → SBQ | Tarung_Derajat | Row 134
✅ Saved → SBQ | Tarung_Derajat | Row 135
✅ Saved → SBQ | Tarung_Derajat | Row 137
✅ Saved → SBQ | Tarung_Derajat | Row 138
✅ Saved → SBQ | Tarung_Derajat | Row 139
✅ Saved → SBQ | Tarung_Derajat | Row 140
✅ Saved → SBQ | Tarung_Derajat | Row 141
✅ Saved → SBQ | Tarung_Derajat | Row 142
✅ Saved → SBQ | Tarung_Derajat | Row 143
✅ Saved → SBQ | Tarung_Derajat | Row 144
✅ Saved → SBQ | Tarung_Derajat | Row 145
✅ Saved → SBQ | Tarung_Derajat | Row 146
✅ Saved → SBQ | Tarung_Derajat | Row 147
✅ Saved → SBQ | Tarung_Derajat | Row 148
✅ Saved → SBQ | Tarung_Derajat | Row 149

✅ COMPLETE!
📄 Live-updating CSV: /DATA/rohan_kirti/country/indonesia/SBQ/Results_SBQ.csv
Ended at: 11:06:19
Total Duration: 0:42:11.050806
✅ Successfully created '/DATA/rohan_kirti/country/indonesia/SBQ/Results_SBQ.xlsx'
